Buffer_ID,class
BK265428,30000-40000
MN175647,over 60000
QN802460,under 10000
SI227129,under 10000
BX5651265,under 10000
SI317110,10000-15000
BK544880,40000-50000
SI55339,10000-15000
QN120833,30000-40000
QN1257232,30000-40000
QN58666,over 60000
SI526939,10000-15000
QN1083730,20000-30000
QN668211,30000-40000
BX402745,40000-50000
BX488621,20000-30000
QN12926260,10000-15000
BX486215,40000-50000
BK56571,over 60000
SI746079,under 10000
SI29747,15000-20000
BK358827,40000-50000
QN12720139,10000-15000
SI540727,under 10000
SI80351,under 10000
SI15179,10000-15000
SI2451130,20000-30000
QN1561312,20000-30000
BX34439,20000-30000
SI262763,under 10000
BK292234,30000-40000
MN37358,over 60000
BK44619,40000-50000
SI5373,40000-50000
BK360212,40000-50000
QN1155125,10000-15000
SI790048,10000-15000
BX317113,over 60000
QN386981,10000-15000
BX54323,20000-30000
SI645921,under 10000
SI646950,under 10000
QN290339,20000-30000
BX333438,over 60000
BK322756,40000-50000
MN195338,over 60000
QN1177887,20000-30000
BX548038,20000-30000
BX498592,20000-30000
SI688432,10000-15000
BX58542184,15000-20000
SI237046,under 10000
SI755040,under 10000
SI22137,20000-30000
BX3253204,40000-50000
BK780212,40000-50000
QN7686,20000-30000
SI62391,15000-20000
BK31949,40000-50000
BK144720,40000-50000
SI2827205,under 10000
SI779729,under 10000
QN1266581,20000-30000
SI746012,under 10000
SI559412,10000-15000
BK381720,40000-50000
BK115223,40000-50000
SI5507180,10000-15000
BK474511,20000-30000
SI678479,under 10000
BK1861,40000-50000
SI611080,under 10000
SI324766,10000-15000
SI119648,15000-20000
BK226948,over 60000
SI775546,under 10000
QN1226924,20000-30000
BX296513,40000-50000
BK715612,30000-40000
SI56041,20000-30000
SI631647,10000-15000
SI779827,under 10000
BK39578,30000-40000
QN125723,30000-40000
BX456310,30000-40000
BX466827,40000-50000
BK658045,over 60000
QN1576261,30000-40000
BX455116,40000-50000
SI6281,10000-15000
QN120952,10000-15000
SI230130,15000-20000
BX427360,30000-40000
SI36119,20000-30000
BX498540,30000-40000
SI229015,under 10000
BX40454,30000-40000
SI62279,10000-15000
QN117911,15000-20000
SI604444,10000-15000
SI704529,10000-15000
QN1235621,20000-30000
SI802881,10000-15000
BX492212,20000-30000
QN926530,40000-50000
MN210871,over 60000
BK479338,over 60000
BX476146,30000-40000
QN339515,15000-20000
SI7100110,10000-15000
SI4500600,10000-15000
QN269786,20000-30000
BK663725,30000-40000
BK151963,40000-50000
SI672940,under 10000
BK550036,30000-40000
BX282052,over 60000
SI678438,under 10000
QN11562159,10000-15000
SI7710300,under 10000
SI577120,under 10000
SI4611,20000-30000
SI111667,10000-15000
QN896213,30000-40000
QN1313419,15000-20000
QN125193,20000-30000
SI623233,10000-15000
QN1195588,20000-30000
QN501527,over 60000
BX294614,40000-50000
QN896130,40000-50000
SI775544,under 10000
SI285722,15000-20000
BX266926,over 60000
BX5729599,30000-40000
QN1557320,30000-40000
BK394635,30000-40000
BK398932,40000-50000
SI54239,15000-20000
BX368617,30000-40000
BX26551,over 60000
SI709442,under 10000
SI121334,10000-15000
BK197337,40000-50000
QN881214,15000-20000
BX503148,20000-30000
QN123791,20000-30000
SI569343,10000-15000
BK39574,30000-40000
BK19967,40000-50000
SI88384,under 10000
SI228047,under 10000
SI105018,10000-15000
SI45724,10000-15000
BX5411236,20000-30000
BX5263170,20000-30000
BX5626236,under 10000
BK622438,40000-50000
SI640215,under 10000
SI160025,under 10000
BK36921,40000-50000
BX565148,under 10000
SI518137,10000-15000
BK735018,40000-50000
BX329321,over 60000
SI297131,15000-20000
BK188757,30000-40000
QN113983,20000-30000
BK226234,over 60000
QN818919,under 10000
BX367973,30000-40000
SI12241,10000-15000
QN264146,20000-30000
BK135474,40000-50000
BX550034,15000-20000
BX58324350,under 10000
BK171422,40000-50000
BK275034,40000-50000
SI29424,under 10000
BK522528,over 60000
SI21015,15000-20000
BX502111,30000-40000
BK45371,20000-30000
SI643141,under 10000
SI17105,15000-20000
BX58404111,under 10000
BX47649,30000-40000
SI22177,15000-20000
QN1170947,30000-40000
SI2450239,15000-20000
BK803937,40000-50000
BK399215,30000-40000
BK453118,20000-30000
BX436414,20000-30000
SI580126,15000-20000
SI681089,under 10000
QN1313746,15000-20000
BX452131,30000-40000
SI18727,10000-15000
SI3236,20000-30000
SI57621,15000-20000
BK177758,over 60000
SI106147,10000-15000
SI239196,10000-15000
SI65818,10000-15000
BX484468,40000-50000
SI577382,10000-15000
BX29536,40000-50000
SI254261,under 10000
BX276289,30000-40000
QN12004243,20000-30000
SI44143,under 10000
BX405226,40000-50000
BX58441923,10000-15000
BK548516,40000-50000
BK168768,40000-50000
SI6944200,under 10000
SI461343,10000-15000
SI643170,under 10000
SI3060187,under 10000
SI111692,10000-15000
QN804861,under 10000
SI346250,under 10000
QN288815,30000-40000
SI849280,10000-15000
BX352116,30000-40000
SI285436,15000-20000
SI53484,20000-30000
SI1116146,10000-15000
BK401234,40000-50000
QN766558,10000-15000
QN1763123,over 60000
SI532837,10000-15000
QN9423158,40000-50000
BX405515,30000-40000
BX246220,over 60000
QN527552,20000-30000
BX335441,40000-50000
BK369215,40000-50000
QN39488,15000-20000
SI5360,15000-20000
QN1228713,20000-30000
SI55335,10000-15000
QN1264545,20000-30000
SI4658100,under 10000
BX58481766,20000-30000
SI25527,under 10000
MN40522,over 60000
QN386982,10000-15000
SI17733,15000-20000
SI6364110,under 10000
BK32834,40000-50000
SI11623,15000-20000
BX5626128,under 10000
BK556071,40000-50000
QN537214,20000-30000
SI2899317,20000-30000
BK387447,15000-20000
BK480073,40000-50000
BX413025,30000-40000
QN8274111,under 10000
SI57123,10000-15000
SI101248,15000-20000
SI320743,10000-15000
BX2877547,over 60000
BK213027,over 60000
SI749646,under 10000
SI316212,10000-15000
SI29875,15000-20000
SI12356,10000-15000
BX533866,15000-20000
BX3212115,over 60000
BK233734,40000-50000
QN1260363,20000-30000
QN7954154,15000-20000
QN10509119,15000-20000
SI28927,20000-30000
SI89565,under 10000
QN73135,20000-30000
BX237829,over 60000
BX5879758,20000-30000
SI3971,15000-20000
SI667120,under 10000
BX46198,30000-40000
SI621616,10000-15000
QN104481,20000-30000
BK833912,20000-30000
BX376348,over 60000
BK181062,over 60000
BX267827,over 60000
QN152278,over 60000
SI593695,under 10000
MN35419,over 60000
QN449247,under 10000
BX423533,20000-30000
QN11562111,under 10000
BX498078,30000-40000
SI74591,under 10000
QN1273312,10000-15000
BK42139,40000-50000
BK505662,over 60000
SI2873104,15000-20000
SI632125,under 10000
QN1203980,20000-30000
SI441017,under 10000
SI577114,under 10000
QN90237,40000-50000
BX5809474,10000-15000
QN122951,15000-20000
SI1318122,under 10000
BX45521,40000-50000
BX53511,10000-15000
BK680228,40000-50000
SI7860230,under 10000
SI775738,under 10000
MN177246,40000-50000
SI122611,10000-15000
SI124386,15000-20000
SI1318220,under 10000
SI262529,under 10000
BX445547,20000-30000
SI696217,under 10000
BX371659,over 60000
QN51981,40000-50000
QN1260033,15000-20000
QN561846,15000-20000
SI85819,under 10000
QN332191,30000-40000
QN325395,20000-30000
SI115231,10000-15000
BK13178,over 60000
BX513469,30000-40000
BX338113,15000-20000
SI694365,under 10000
MN16823,over 60000
QN4678145,10000-15000
BK82929,40000-50000
SI306059,under 10000
QN1211314,10000-15000
BK191867,40000-50000
QN1267949,15000-20000
SI703374,10000-15000
SI297278,15000-20000
QN1113379,20000-30000
SI28345,15000-20000
QN4424106,under 10000
SI54152,20000-30000
SI117645,15000-20000
MN178338,over 60000
QN14004109,under 10000
SI633886,10000-15000
QN185783,40000-50000
BK161468,over 60000
SI126632,10000-15000
SI780660,under 10000
SI316675,under 10000
BX326751,40000-50000
BK801054,30000-40000
BX44285,40000-50000
SI1161,15000-20000
SI4645275,10000-15000
BX500921,30000-40000
SI637252,under 10000
SI23259,15000-20000
QN8727,40000-50000
QN1554747,20000-30000
SI20351,under 10000
SI1190105,15000-20000
BX238459,over 60000
SI241,15000-20000
SI710624,under 10000
BX4070109,20000-30000
BK158532,over 60000
BX429846,40000-50000
QN15709145,30000-40000
BK351164,40000-50000
SI36134,20000-30000
QN1155542,10000-15000
QN13750104,10000-15000
BK11024,over 60000
SI308917,10000-15000
BX468360,40000-50000
BX4488168,15000-20000
MN17727,40000-50000
BK117690,over 60000
QN271511,20000-30000
SI624525,under 10000
BX5878801,20000-30000
SI226062,under 10000
BX246224,over 60000
BK800746,40000-50000
BX495756,20000-30000
QN79864,20000-30000
SI2842115,10000-15000
SI65496,under 10000
SI201830,10000-15000
BX343229,20000-30000
SI749553,under 10000
QN995554,20000-30000
BX411155,20000-30000
QN122526,20000-30000
SI54058,under 10000
BK414566,40000-50000
BX502082,30000-40000
SI50732,10000-15000
SI64611,under 10000
BX389558,40000-50000
BX492287,20000-30000
SI80407,under 10000
SI563133,20000-30000
BK13716,over 60000
BX241043,over 60000
BK160660,over 60000
SI774192,20000-30000
BK849361,30000-40000
SI322837,10000-15000
BX453249,20000-30000
SI528240,10000-15000
BK64666,30000-40000
SI60357,under 10000
BK291660,40000-50000
QN343324,over 60000
MN187136,over 60000
SI62389,10000-15000
SI526734,10000-15000
SI670841,under 10000
BK215211,over 60000
BX243953,over 60000
SI3621,10000-15000
SI2832113,15000-20000
QN990754,20000-30000
QN639122,under 10000
SI6979306,under 10000
SI576292,under 10000
BK335219,over 60000
MN17849,over 60000
QN135175,40000-50000
BX488172,30000-40000
SI7775197,under 10000
BX5869626,20000-30000
BX509763,20000-30000
QN723846,10000-15000
BX2533116,40000-50000
SI390517,under 10000
QN920258,40000-50000
BK196851,over 60000
QN805314,under 10000
SI645923,under 10000
BK226236,over 60000
SI80176,under 10000
BK539377,over 60000
BX226823,over 60000
SI687856,10000-15000
BK309723,over 60000
SI6050115,10000-15000
SI290323,15000-20000
BK181057,over 60000
QN419835,20000-30000
QN1319415,15000-20000
BK95549,40000-50000
SI320814,10000-15000
QN177663,over 60000
BK181327,over 60000
BX50225,30000-40000
BX2879120,over 60000
SI547424,20000-30000
BX345743,15000-20000
BX58461723,10000-15000
BX442237,under 10000
SI62651,under 10000
SI623644,10000-15000
SI419718,10000-15000
BX262050,over 60000
QN9774166,30000-40000
QN496121,40000-50000
SI694038,under 10000
BX325757,40000-50000
MN44632,over 60000
SI5735383,under 10000
BX237484,over 60000
BK448114,30000-40000
SI803817,under 10000
SI2862273,15000-20000
QN424960,20000-30000
SI22611,under 10000
SI9342,10000-15000
SI297614,15000-20000
BX295018,40000-50000
BK120913,40000-50000
BK42455,40000-50000
SI734925,10000-15000
SI262535,under 10000
BX261720,40000-50000
SI4302107,under 10000
SI357124,10000-15000
SI833,15000-20000
SI645926,under 10000
BX58242435,under 10000
QN949728,40000-50000
BK155917,40000-50000
BX488529,20000-30000
QN7092,40000-50000
BX45806,30000-40000
SI703566,10000-15000
SI955210,under 10000
QN157587,30000-40000
QN271328,20000-30000
QN7954163,15000-20000
BX58141192,under 10000
SI8530,15000-20000
BX368622,30000-40000
BX5906342,30000-40000
BK803442,40000-50000
SI577145,under 10000
QN637233,20000-30000
BK161228,40000-50000
QN1022829,20000-30000
QN1016249,20000-30000
SI3522,20000-30000
BK226918,over 60000
BK560222,over 60000
SI114867,15000-20000
BX538744,20000-30000
SI60451,10000-15000
BX323260,30000-40000
BX487051,30000-40000
BX446148,20000-30000
SI245075,10000-15000
BK453810,15000-20000
BK790266,30000-40000
SI1272395,10000-15000
SI620922,10000-15000
SI777038,under 10000
SI626064,under 10000
BK10603,40000-50000
SI315112,10000-15000
SI101247,15000-20000
SI118882,10000-15000
SI643111,under 10000
BX46138,30000-40000
SI71845,10000-15000
BX504864,30000-40000
BX3277124,over 60000
QN1302160,15000-20000
SI613265,10000-15000
BX252457,40000-50000
MN191552,over 60000
QN13434127,10000-15000
SI54155,20000-30000
SI6338138,10000-15000
SI45914,10000-15000
QN891761,40000-50000
BK180824,40000-50000
QN8199182,under 10000
SI674447,under 10000
BX595843,10000-15000
SI333649,10000-15000
BK138631,over 60000
SI226030,under 10000
SI4645420,15000-20000
SI83516,10000-15000
BX262045,over 60000
SI7826422,under 10000
QN49521,30000-40000
QN444160,under 10000
BK13572,40000-50000
SI779711,under 10000
SI145629,15000-20000
SI858116,under 10000
BX5416151,10000-15000
QN1175410,30000-40000
BX307555,over 60000
BK784260,30000-40000
BK173941,over 60000
QN60064,10000-15000
QN100834,30000-40000
SI526732,10000-15000
SI2899311,20000-30000
BX309651,over 60000
BK166527,40000-50000
SI1236149,10000-15000
BK14463,40000-50000
BK87744,30000-40000
BX303635,40000-50000
SI60365,under 10000
SI1272288,10000-15000
QN309940,over 60000
BK399910,30000-40000
BK65878,40000-50000
BK14561,40000-50000
SI24421,under 10000
BK163245,40000-50000
SI245065,10000-15000
SI29744,15000-20000
BK400420,40000-50000
QN443826,under 10000
BK4586500,under 10000
QN17195,over 60000
SI15104,20000-30000
BK349917,40000-50000
BX58161867,under 10000
BK784366,30000-40000
SI631651,10000-15000
SI782690,under 10000
SI631770,10000-15000
QN726043,10000-15000
QN472219,10000-15000
SI1116155,10000-15000
BK550936,40000-50000
QN725758,10000-15000
QN961152,30000-40000
BX5859285,20000-30000
BX533856,15000-20000
QN1031481,10000-15000
BX494063,15000-20000
BX297140,over 60000
BX553427,15000-20000
BX5876974,15000-20000
BX468716,40000-50000
BK653628,30000-40000
QN1074148,20000-30000
BX25124,40000-50000
BX466570,40000-50000
BX443713,40000-50000
QN1138434,10000-15000
SI6110110,under 10000
SI315531,10000-15000
QN1165120,30000-40000
SI126169,under 10000
BX27053,over 60000
BX555973,under 10000
QN991033,20000-30000
BX410650,20000-30000
QN133626,40000-50000
BK824066,30000-40000
BX58192168,under 10000
SI4148,20000-30000
SI8513,15000-20000
BK735020,40000-50000
SI226064,under 10000
QN349225,30000-40000
SI777090,under 10000
QN1268264,20000-30000
BK318621,over 60000
BX5796127,40000-50000
SI4019,15000-20000
QN193911,over 60000
MN21521,over 60000
SI4645276,10000-15000
QN1013130,30000-40000
QN1193865,30000-40000
QN95904,30000-40000
QN1141067,10000-15000
SI794183,under 10000
BK779472,40000-50000
SI91999,under 10000
QN94219,30000-40000
BX45651,20000-30000
QN531420,20000-30000
BX387820,over 60000
QN693130,30000-40000
SI7577112,under 10000
SI703380,10000-15000
BX261453,over 60000
SI6151,10000-15000
SI52752,20000-30000
BX44401,40000-50000
SI224294,under 10000
SI773065,under 10000
BK503353,over 60000
BK576868,40000-50000
SI702012,10000-15000
QN1012963,20000-30000
QN133563,40000-50000
SI70798,10000-15000
BX412461,30000-40000
SI170641,10000-15000
BX445057,30000-40000
QN543973,20000-30000
QN449346,under 10000
SI62115,10000-15000
SI656511,under 10000
QN193461,over 60000
QN730318,20000-30000
SI2360198,10000-15000
BK781131,40000-50000
SI241040,20000-30000
BX49888,20000-30000
BK39978,30000-40000
QN908537,30000-40000
BK367415,30000-40000
BK450737,30000-40000
BX440045,15000-20000
SI13103,20000-30000
SI577124,under 10000
SI535749,under 10000
SI304225,10000-15000
SI53642,15000-20000
SI145917,10000-15000
BX356254,30000-40000
SI152422,10000-15000
BX493941,15000-20000
BK729769,40000-50000
QN664619,30000-40000
QN1218030,20000-30000
BX252525,over 60000
BK166138,40000-50000
BK431222,30000-40000
QN174235,over 60000
SI564365,10000-15000
QN1578015,40000-50000
SI3095153,10000-15000
QN199945,40000-50000
SI622550,10000-15000
SI3318129,10000-15000
QN122666,40000-50000
SI15136,10000-15000
QN80989,under 10000
SI504122,10000-15000
SI469632,under 10000
SI16880,10000-15000
BX486567,40000-50000
BK7859115,30000-40000
QN394818,15000-20000
QN10807100,10000-15000
SI623102,15000-20000
SI5724110,15000-20000
BX375760,40000-50000
QN1314381,15000-20000
QN128245,over 60000
QN12889128,10000-15000
BX411545,20000-30000
SI39840,15000-20000
QN408213,20000-30000
QN1057043,20000-30000
QN351265,over 60000
BK49984,over 60000
SI640242,under 10000
QN327170,20000-30000
BK226636,over 60000
BK550212,40000-50000
QN822744,10000-15000
BX409417,30000-40000
SI656266,under 10000
QN10940107,20000-30000
SI6889200,under 10000
BX58721005,15000-20000
SI632016,under 10000
SI626018,under 10000
BK525917,20000-30000
BK96416,40000-50000
SI1632190,15000-20000
SI403779,10000-15000
BK113634,40000-50000
QN3511,20000-30000
SI626029,under 10000
QN105098,15000-20000
SI107857,15000-20000
MN218075,over 60000
BK453739,15000-20000
BX297013,over 60000
SI513113,10000-15000
BX466020,40000-50000
BK152443,40000-50000
SI629200,under 10000
QN1580101,over 60000
SI75629,under 10000
SI777062,under 10000
BX444549,40000-50000
BK779539,30000-40000
BX331717,over 60000
MN182419,over 60000
QN12922115,10000-15000
SI6600134,under 10000
QN343952,over 60000
SI447065,under 10000
SI553311,10000-15000
BK197362,40000-50000
QN1252437,20000-30000
BX58881545,15000-20000
QN938831,40000-50000
BK67845,40000-50000
BK523858,40000-50000
SI364,20000-30000
BX5626208,under 10000
BK729839,40000-50000
QN10520166,under 10000
SI1127164,10000-15000
QN52103,30000-40000
QN1155126,10000-15000
SI37818,10000-15000
BK23397,40000-50000
BK650831,40000-50000
SI262816,under 10000
SI524716,10000-15000
SI89021,under 10000
QN7954151,15000-20000
QN134546,15000-20000
BK35146,40000-50000
BK160116,over 60000
QN10509219,15000-20000
SI433232,under 10000
QN12720141,10000-15000
QN1195453,20000-30000
BK625328,40000-50000
BK576615,over 60000
QN989214,15000-20000
BK732569,40000-50000
BK817215,20000-30000
SI7091181,10000-15000
SI74331,10000-15000
BX311088,over 60000
QN129426,over 60000
SI654955,under 10000
SI623237,10000-15000
QN1214715,30000-40000
BK661034,40000-50000
SI7267300,under 10000
BK551634,40000-50000
SI678473,under 10000
QN503926,40000-50000
BX269273,40000-50000
QN18556,40000-50000
BX469565,40000-50000
SI689346,10000-15000
BK397810,30000-40000
SI28735,20000-30000
BX58731053,15000-20000
SI91938,under 10000
BK656675,30000-40000
SI67241,under 10000
QN201558,40000-50000
SI52750,20000-30000
BX498857,30000-40000
QN1030743,10000-15000
SI950185,under 10000
QN4444121,under 10000
QN10068216,20000-30000
QN16931,30000-40000
BX496941,10000-15000
MN195954,over 60000
SI138111,under 10000
SI199125,under 10000
SI356475,10000-15000
BX58212888,under 10000
QN991325,40000-50000
BK814718,20000-30000
SI559975,15000-20000
SI160238,10000-15000
BX463532,40000-50000
BX557994,20000-30000
BX544633,20000-30000
SI773455,under 10000
BK369323,30000-40000
SI15230,10000-15000
QN529611,20000-30000
BK446243,40000-50000
BK89863,20000-30000
SI3943,20000-30000
QN281537,20000-30000
SI708722,10000-15000
QN948974,40000-50000
BX485318,40000-50000
SI685350,under 10000
BX543539,20000-30000
BK456574,10000-15000
QN199611,over 60000
BK488561,40000-50000
BX373363,40000-50000
QN126681,15000-20000
SI697990,under 10000
QN995311,10000-15000
SI123415,15000-20000
SI770275,under 10000
BK42846,40000-50000
SI7356161,10000-15000
BX319521,over 60000
QN9938130,30000-40000
BX2443200,over 60000
BX5716363,20000-30000
SI62281,under 10000
QN515038,30000-40000
SI30023,15000-20000
BX269155,over 60000
QN8116122,10000-15000
BK775176,20000-30000
BX240628,over 60000
BX316856,over 60000
SI292037,10000-15000
BX502916,20000-30000
SI223200,15000-20000
BX547961,15000-20000
SI665424,under 10000
SI4335135,10000-15000
SI57331,10000-15000
BX412911,30000-40000
BX329390,over 60000
SI68836,10000-15000
SI310445,10000-15000
QN901926,40000-50000
BX465772,40000-50000
BK374312,40000-50000
BK454747,15000-20000
SI355231,10000-15000
QN1093344,20000-30000
BX554450,20000-30000
SI1236122,10000-15000
BX58881569,20000-30000
QN1100101,20000-30000
BX55463,15000-20000
QN11479151,20000-30000
BX377164,over 60000
SI336818,10000-15000
BK175427,40000-50000
SI773069,under 10000
SI459610,under 10000
QN975515,40000-50000
BK133212,over 60000
QN844149,40000-50000
QN117571,30000-40000
SI332886,10000-15000
BX369251,20000-30000
MN161729,over 60000
SI1039301,15000-20000
BX5868676,20000-30000
BX2526147,over 60000
BK39828,30000-40000
SI708486,10000-15000
BK316639,40000-50000
SI8466,10000-15000
SI6050,15000-20000
SI658529,under 10000
SI8027,15000-20000
BK33228,40000-50000
QN10244199,20000-30000
QN1022941,20000-30000
BK39163,30000-40000
BK400315,40000-50000
BX58182005,10000-15000
BK370731,30000-40000
BK4318,20000-30000
SI45929,10000-15000
SI703382,10000-15000
SI5268,20000-30000
BK330530,over 60000
BX3225141,over 60000
SI529831,10000-15000
QN1151545,20000-30000
QN467845,10000-15000
SI604868,10000-15000
SI13100,20000-30000
SI4811,20000-30000
QN1192690,20000-30000
BK259819,30000-40000
BK779913,30000-40000
BK715640,40000-50000
SI17880,15000-20000
BK766113,20000-30000
SI70865,10000-15000
QN280750,20000-30000
SI3066300,10000-15000
MN191533,over 60000
SI749848,under 10000
SI7534135,under 10000
SI46250,10000-15000
BK545047,40000-50000
QN804956,under 10000
SI569361,10000-15000
SI28926,20000-30000
SI57995,15000-20000
SI333219,10000-15000
QN1109342,15000-20000
QN10516217,10000-15000
BX426735,40000-50000
QN3834287,15000-20000
SI703477,10000-15000
BX463222,40000-50000
BK434848,30000-40000
BK35395,40000-50000
SI45931,10000-15000
BK326418,over 60000
BK48581,30000-40000
BX339367,20000-30000
SI1600105,10000-15000
SI292040,10000-15000
SI6993,10000-15000
SI22619,under 10000
BX483615,40000-50000
BK169533,40000-50000
BK39507,40000-50000
BK47172,40000-50000
BX498488,30000-40000
BK820242,30000-40000
BX426824,30000-40000
BK369212,40000-50000
SI126218,10000-15000
BK547226,40000-50000
BX345415,15000-20000
BX315655,over 60000
BX5876949,20000-30000
SI7826405,under 10000
BK180614,over 60000
SI601270,15000-20000
BX5920153,15000-20000
SI796522,under 10000
BX5653316,under 10000
BX306830,40000-50000
BK661929,40000-50000
SI579174,15000-20000
QN809785,under 10000
BX426646,40000-50000
SI544107,15000-20000
BK576931,40000-50000
QN198748,over 60000
SI544215,15000-20000
QN16939,30000-40000
BX58411971,10000-15000
SI645556,under 10000
QN113881,15000-20000
QN51206,20000-30000
QN12314153,15000-20000
SI512664,10000-15000
BX494022,15000-20000
QN312662,30000-40000
BX487010,30000-40000
BX320851,over 60000
BK848839,20000-30000
SI704525,10000-15000
SI786844,10000-15000
SI7020106,10000-15000
BK710764,30000-40000
BX5263343,30000-40000
QN1251711,20000-30000
BK578033,40000-50000
SI215833,under 10000
BK517424,over 60000
BX3253223,over 60000
BX347325,20000-30000
SI626518,under 10000
BX476630,20000-30000
SI63989,under 10000
SI545075,10000-15000
QN1578742,30000-40000
QN1138437,10000-15000
BX5546132,20000-30000
QN74580,20000-30000
SI297413,15000-20000
SI803931,under 10000
SI7826395,under 10000
BK119295,40000-50000
BX498426,30000-40000
QN1229318,10000-15000
SI8683,10000-15000
BX58811077,15000-20000
QN10305101,10000-15000
BK318352,40000-50000
BK467613,40000-50000
BK154826,40000-50000
QN1311445,20000-30000
BK225044,over 60000
SI8684,10000-15000
SI779725,under 10000
BX274434,over 60000
BK15567,40000-50000
SI786798,10000-15000
MN161742,over 60000
SI690738,under 10000
SI853116,10000-15000
BX320423,over 60000
SI4543,20000-30000
MN207238,over 60000
SI16122,15000-20000
SI311817,10000-15000
SI2359100,under 10000
QN1016919,30000-40000
QN1177396,20000-30000
SI528275,10000-15000
BX502757,20000-30000
BX499946,40000-50000
SI216031,10000-15000
QN11552100,10000-15000
SI71157,10000-15000
SI796536,under 10000
BX323428,40000-50000
SI703823,10000-15000
BK40031,40000-50000
QN154840,40000-50000
SI667140,under 10000
BK7106156,30000-40000
QN78768,20000-30000
SI62392,15000-20000
BX41301,30000-40000
BK767773,40000-50000
QN1153150,20000-30000
BX476423,30000-40000
SI7853200,under 10000
BX312471,over 60000
BK144245,40000-50000
BK158533,over 60000
QN9774201,30000-40000
QN102771,15000-20000
BX323030,30000-40000
SI655974,under 10000
SI7775199,under 10000
BK516651,over 60000
BK511719,40000-50000
SI706628,10000-15000
BK318747,over 60000
SI627796,under 10000
QN521212,30000-40000
SI68588,under 10000
BX41312,30000-40000
SI4633280,10000-15000
SI5222,20000-30000
SI7792278,under 10000
BK254122,30000-40000
BX58411989,10000-15000
SI793956,under 10000
BX30073,40000-50000
SI296522,15000-20000
MN218064,over 60000
SI631011,10000-15000
BK667873,40000-50000
BX404010,40000-50000
BK324818,over 60000
QN1322911,15000-20000
SI332750,10000-15000
SI1685124,20000-30000
SI2827168,10000-15000
SI749592,under 10000
QN41285,20000-30000
BX5740327,30000-40000
SI6712356,under 10000
BK710630,30000-40000
SI645518,under 10000
QN129928,15000-20000
BK548435,40000-50000
SI304022,10000-15000
SI15792,15000-20000
SI363688,10000-15000
SI61660,10000-15000
QN348150,over 60000
SI5643151,10000-15000
BK149110,40000-50000
BX438211,20000-30000
BK36735,30000-40000
BX42668,30000-40000
QN1091036,20000-30000
BK39799,30000-40000
SI45834,10000-15000
QN1557251,30000-40000
BK671325,40000-50000
QN1020318,20000-30000
SI89567,under 10000
MN183163,over 60000
QN3104101,40000-50000
QN129483,over 60000
SI52770,20000-30000
BK325458,over 60000
QN1007117,30000-40000
SI285526,15000-20000
QN196657,40000-50000
BK562128,over 60000
SI9511,10000-15000
BX432621,40000-50000
MN33625,over 60000
SI527546,10000-15000
BX58283547,under 10000
BX334459,40000-50000
MN224025,over 60000
BK477426,20000-30000
QN21223,30000-40000
BX282051,over 60000
SI84370,under 10000
QN240315,20000-30000
QN158421,over 60000
BK78650,over 60000
MN34639,over 60000
QN962045,30000-40000
QN250696,20000-30000
BX328786,over 60000
BX405432,40000-50000
SI56936,10000-15000
BK349948,40000-50000
BX301611,30000-40000
SI694215,under 10000
QN10561,20000-30000
SI77574,under 10000
BX351217,30000-40000
BK818553,30000-40000
QN500336,over 60000
BX41298,30000-40000
BX272741,over 60000
BK3847143,20000-30000
BX438945,15000-20000
SI28971,15000-20000
QN1298889,15000-20000
SI631653,10000-15000
BX250416,40000-50000
SI627792,under 10000
SI37816,10000-15000
QN536125,20000-30000
BX2877372,over 60000
BX483678,40000-50000
BX382159,30000-40000
SI639926,under 10000
QN41985,20000-30000
QN1204913,20000-30000
QN1155540,10000-15000
BX242318,over 60000
BK346865,30000-40000
SI22178,15000-20000
SI604983,10000-15000
BX323750,40000-50000
BX356260,30000-40000
QN1016390,20000-30000
BK41401,40000-50000
SI7775192,under 10000
BX406826,30000-40000
MN218063,over 60000
SI9410,10000-15000
BK134222,30000-40000
BX5920368,15000-20000
SI81317,20000-30000
QN1219961,20000-30000
SI458155,10000-15000
BX5731859,30000-40000
SI630261,10000-15000
QN239626,20000-30000
BK89825,20000-30000
QN101417,30000-40000
BK142041,over 60000
SI315135,10000-15000
BK386547,20000-30000
SI199114,10000-15000
QN1360115,20000-30000
QN1001849,20000-30000
BX500762,40000-50000
BX5760161,40000-50000
SI416,20000-30000
SI577118,under 10000
BX24042,over 60000
SI311820,10000-15000
QN1004239,30000-40000
SI2899301,15000-20000
QN514737,40000-50000
SI754066,under 10000
SI10657,20000-30000
SI6523103,under 10000
BX445343,20000-30000
SI652334,under 10000
QN110520,20000-30000
SI303047,10000-15000
BK30525,over 60000
QN115351,15000-20000
BX373351,40000-50000
SI509235,10000-15000
BK148912,40000-50000
SI618404,10000-15000
BX3356190,40000-50000
BK124069,over 60000
SI18023,15000-20000
QN976219,40000-50000
BX383118,30000-40000
SI300354,15000-20000
SI5419,20000-30000
QN1329147,15000-20000
BX267919,over 60000
SI1116125,10000-15000
MN19696,over 60000
BX328638,over 60000
QN1267951,15000-20000
BX5870600,20000-30000
SI63311,20000-30000
QN1215211,30000-40000
SI5729,15000-20000
SI199110,10000-15000
BK10287,40000-50000
SI12263,10000-15000
SI687510,10000-15000
MN203416,over 60000
BK13318,over 60000
